wijkcode,wijknaam,gemnr,gemnaam,Totale bevolking,Bevolking 19 jaar en ouder,Bevolking 65 jaar en ouder,% eenzaam*,% ernstig eenzaam*,% sociaal eenzaam*,% emotioneel eenzaam*,% 75 jaar en ouder,% eenpersoons huishoudens,% verweduwd,% niet-westers allochtonen,% met beperking*,% met langdurige aandoening*,% met voldoende regie over het eigen leven*,% met goede ervaren gezondheid*
WK071704,Wijk 04 Domburg,717,Veere,1680,1414,290,47,10,49,32,,41,10,3,17,34,88,74
WK071705,Wijk 05 Oostkapelle,717,Veere,2305,1872,274,43,9,46,29,,29,6,2,14,32,90,76
WK071706,Wijk 06 Aagtekerke,717,Veere,1550,1084,106,39,8,43,27,,20,3,2,12,28,91,79
WK071707,Wijk 07 Grijpskerke,717,Veere,1420,1110,109,42,9,45,28,,25,5,2,13,31,90,77
WK071708,Wijk 08 Meliskerke,717,Veere,1465,1015,100,40,8,43,27,,21,4,2,12,28,91,78
WK071709,Wijk 09 Koudekerke,717,Veere,3450,2787,342,44,10,47,30,,27,5,3,15,33,89,75
WK071710,Wijk 10 Biggekerke,717,Veere,910,724,65,42,9,46,29,,28,4,3,12,31,90,77
WK071711,Wijk 11 Zoutelande,717,Veere,1510,1278,180,43,9,46,29,,33,7,1,14,33,89,76
WK071712,Wijk 12 Westkapelle,717,Veere,2640,2135,290,42,10,45,30,,34,7,2,15,32,89,76
WK071801,Binnenstad,718,Vlissingen,7810,6883,816,56,17,52,44,,63,7,9,19,38,86,66
WK071802,Middengebied,718,Vlissingen,10565,8713,1440,54,15,52,42,,50,9,19,22,40,85,63
WK071803,Paauwenburg - Westduin,718,Vlissingen,5300,4294,624,48,12,49,34,,36,6,8,17,36,88,71
WK071804,Lammerenburg,718,Vlissingen,9885,7559,481,45,10,47,31,,25,3,9,14,33,90,74
WK071805,Oost-Souburg,718,Vlissingen,10280,8078,888,47,11,47,33,,32,6,8,17,35,88,71
WK071806,Ritthem e.o.,718,Vlissingen,520,429,37,42,8,45,28,,26,5,2,12,30,91,78
WK071807,Binnen- en Buitenhavens,718,Vlissingen,75,,56,42,9,45,29,,38,1,0,12,31,91,78
WK071808,Sloegebied,718,Vlissingen,0,,,,,,,,,,,,,,
WK073300,Wijk 00 Asperen,733,Lingewaal,3115,2351,181,39,8,40,26,,22,4,3,13,32,90,77
WK073301,Wijk 01 Heukelum,733,Lingewaal,3180,2529,220,40,8,41,26,,23,5,4,13,32,90,77
WK073302,Wijk 02 Vuren,733,Lingewaal,2120,1671,124,39,8,42,27,,24,5,4,14,32,89,76
WK073303,Wijk 03 Herwijnen,733,Lingewaal,2685,2069,240,40,8,41,27,,23,6,3,15,31,89,76
WK073600,Wijk 00 Mijdrecht,736,De Ronde Venen,16915,13406,1242,41,8,42,28,,30,5,8,13,33,91,77
WK073601,Wijk 01 Gebied bij Uithoorn,736,De Ronde Venen,995,794,74,38,8,41,26,,32,5,4,10,29,93,82
WK073602,Wijk 02 Vinkeveen,736,De Ronde Venen,9425,7566,945,38,7,40,26,,31,6,5,13,31,91,78
WK073603,Wijk 03 Wilnis,736,De Ronde Venen,6325,4960,406,37,7,40,25,,27,4,5,11,30,92,80
WK073604,Wijk 04 Abcoude,736,De Ronde Venen,8905,6669,776,37,7,40,24,,27,4,6,10,30,93,81
WK073700,Wijk 00 Burgum,737,Tytsjerksteradiel,10140,7819,1156,43,9,44,29,,32,7,6,15,36,89,77
WK073701,Wijk 01 Aldtsjerk,737,Tytsjerksteradiel,2700,2179,358,41,8,42,27,,36,8,1,14,34,90,79
WK073702,Wijk 02 Mûnein,737,Tytsjerksteradiel,2935,2270,265,39,7,41,25,,27,5,2,12,34,91,80
WK073703,Wijk 03 Ryptsjerk,737,Tytsjerksteradiel,780,603,45,39,7,42,24,,28,4,1,10,31,93,82
WK073704,Wijk 04 Tytsjerk,737,Tytsjerksteradiel,2270,1708,150,38,6,40,23,,24,4,1,10,32,93,82
WK073705,Wijk 05 Earnewâld,737,Tytsjerksteradiel,2270,1731,156,39,7,41,24,,29,5,1,11,30,92,82
WK073706,Wijk 06 Sumar,737,Tytsjerksteradiel,1405,1060,71,41,8,43,26,,27,4,1,11,31,91,80
WK073707,Wijk 07 Eastermar,737,Tytsjerksteradiel,2525,1887,158,38,7,41,24,,28,4,1,10,31,92,81
WK073708,Wijk 08 Noordburgum,737,Tytsjerksteradiel,2225,1752,134,41,7,43,26,,22,5,1,12,33,91,79
WK073709,Wijk 09 Hurdegaryp,737,Tytsjerksteradiel,4810,3734,519,41,8,42,27,,31,7,3,13,35,90,78
WK073800,Wijk 00 Wijk en Aalburg,738,Aalburg,6305,4631,466,41,8,43,29,,25,6,2,15,29,89,77
WK073801,Wijk 01 Veen,738,Aalburg,2685,1962,157,40,8,42,29,,26,4,2,14,28,90,78
WK073802,Wijk 02 Genderen,738,Aalburg,1735,1309,115,41,8,44,29,,23,5,0,14,29,88,78
WK073803,Wijk 03 Eethen,738,Aalburg,785,630,38,41,9,44,27,,22,5,2,12,30,90,78
WK073804,Wijk 04 Meeuwen,738,Aalburg,715,562,56,38,7,39,25,,21,5,0,12,28,91,79
WK073805,Wijk 05 Drongelen,738,Aalburg,385,314,23,41,9,45,27,,19,4,1,14,31,89,75
WK073806,Wijk 06 Babyloniënbroek,738,Aalburg,415,320,27,38,7,41,24,,20,5,1,12,30,90,78
WK074300,Wijk 00 Asten,743,Asten,12930,10323,1183,42,10,42,30,,30,6,4,16,32,89,75
WK074301,Wijk 01 Heusden,743,Asten,2440,1934,144,37,8,37,27,,29,4,1,13,25,91,79
WK074302,Wijk 02 Ommel,743,Asten,990,830,67,40,9,39,30,,34,3,1,14,28,90,76
WK074308,Wijk 08,743,Asten,145,,131,41,9,39,32,,33,3,1,10,24,91,81
WK074309,Wijk 09,743,Asten,65,,57,40,10,40,31,,36,1,0,12,23,91,81
WK074400,Wijk 00 Baarle - Nassau,744,Baarle-Nassau,5435,4509,629,49,12,50,33,,32,7,3,18,33,87,71
WK074401,Wijk 01 Ulicoten,744,Baarle-Nassau,1020,813,84,49,10,49,33,,25,5,1,14,30,89,73
WK074402,Wijk 02,744,Baarle-Nassau,155,135,13,48,8,48,28,,18,5,1,14,28,88,76
WK074800,Wijk 00 Bergen op Zoom-Oude stad en omgeving,748,Bergen op Zoom,13545,11496,1499,50,14,47,38,,46,8,12,22,35,87,68
WK074801,Wijk 01 Bergen op Zoom-Noord,748,Bergen op Zoom,10575,8550,691,46,12,45,33,,30,5,10,18,33,89,73
WK074802,Wijk 02 Bergen op Zoom-Oost,748,Bergen op Zoom,18920,14710,1624,53,16,50,40,,36,6,31,25,36,86,67
WK074803,Wijk 03 Bergen op Zoom-West,748,Bergen op Zoom,8800,6794,617,42,9,43,28,,22,4,7,15,30,92,76
WK074804,Wijk 04 Halsteren,748,Bergen op Zoom,12460,9830,1027,44,10,45,30,,24,5,3,17,32,89,74
WK074805,Wijk 05 Lepelstraat,748,Bergen op Zoom,1930,1563,169,46,10,48,30,,24,6,1,19,33,88,73
WK075300,Wijk 00 Best,753,Best,28975,22554,2260,41,9,42,29,,27,4,6,15,30,90,76
WK075500,Wijk 00 Boekel,755,Boekel,8540,6665,653,39,8,39,28,,25,5,2,16,31,89,76
WK075501,Wijk 01 Venhorst,755,Boekel,1710,1269,84,35,6,36,25,,19,4,1,14,28,91,80
WK075600,Wijk 00 Boxmeer,756,Boxmeer,12090,9861,1343,44,11,44,33,,34,6,7,19,38,89,72
WK075601,Wijk 01 Sambeek,756,Boxmeer,1620,1289,134,38,7,39,25,,22,5,2,14,33,92,77
WK075602,Wijk 02 Beugen,756,Boxmeer,1740,1384,118,37,7,38,26,,20,5,1,14,30,92,78
WK075603,Wijk 03 Oeffelt,756,Boxmeer,2290,1794,180,38,7,40,26,,25,5,1,14,31,92,77
WK075604,Wijk 04 Rijkevoort,756,Boxmeer,1650,1323,107,35,6,36,24,,24,4,2,13,30,93,79
WK075605,Wijk 05 Vortum-Mullem,756,Boxmeer,665,511,39,38,6,39,25,,21,4,0,14,30,92,79
WK075606,Wijk 06 Vierlingsbeek,756,Boxmeer,3045,2357,171,37,7,39,25,,23,4,0,13,31,93,78
WK075607,Wijk 07 Overloon,756,Boxmeer,3995,3301,356,44,10,43,32,,35,6,10,16,32,90,75
WK075608,Wijk 08 Maashees,756,Boxmeer,845,701,73,41,7,42,27,,27,7,1,15,33,91,76
WK075609,Wijk 09 Holthees,756,Boxmeer,505,372,27,37,6,38,24,,17,3,2,13,30,92,79
WK075700,Wijk 00 Boxtel,757,Boxtel,24405,19392,2103,43,11,43,33,,35,6,9,18,33,89,73
WK075701,Wijk 01 Lennisheuvel,757,Boxtel,1180,901,76,34,6,37,22,,18,5,2,12,25,93,80
WK075702,Wijk 02 Liempde,757,Boxtel,4810,3734,318,36,8,38,25,,24,5,2,14,28,91,78
WK075800,Breda Centrum,758,Breda,14890,13721,873,49,14,44,39,,69,4,12,14,29,89,75
WK075801,Breda Noord,758,Breda,24935,19694,1860,53,16,50,39,,45,5,29,22,34,87,68
WK075802,Breda Oost,758,Breda,24205,19118,2081,46,12,44,34,,48,5,10,16,31,90,74
WK075803,Breda Zuid-Oost,758,Breda,18700,14713,2247,43,10,42,31,,39,7,5,16,32,90,74
WK075804,Breda Zuid,758,Breda,8350,6520,1101,43,10,41,31,,44,8,3,17,31,90,75
WK075805,Breda West,758,Breda,31620,25253,1936,47,13,44,35,,44,5,12,17,32,89,73
WK075806,Breda Noord-West,758,Breda,26805,20544,906,46,12,45,34,,29,3,14,15,31,90,74
WK075807,Bavel,758,Breda,8215,6176,596,39,8,40,27,,23,4,3,13,30,91,77
WK075808,Ulvenhout,758,Breda,4775,3690,664,41,9,42,28,,29,7,2,15,32,90,74
WK075809,Prinsenbeek,758,Breda,11565,9020,1106,41,9,41,29,,24,6,3,14,30,91,77
WK075810,Teteringen,758,Breda,7530,5826,874,42,9,43,28,,27,5,5,16,32,91,74
WK076200,Wijk 00 Deurne,762,Deurne,24490,19531,2156,42,10,43,30,,29,6,4,18,34,88,74
WK076201,Wijk 01 Vlierden,762,Deurne,1385,1053,85,36,7,38,24,,24,5,1,14,28,92,79
WK076202,Wijk 02 Liessel,762,Deurne,3200,2564,315,38,8,40,27,,27,6,1,16,30,89,76
WK076203,Wijk 03 Neerkant,762,Deurne,1875,1465,146,35,7,37,25,,25,5,1,15,29,90,77
WK076204,Wijk 04 Helenaveen,762,Deurne,915,774,78,40,9,40,30,,36,5,1,15,28,89,77
WK076500,Wijk 00,765,Pekela,8070,6430,665,49,10,50,32,,31,7,6,21,42,88,70
WK076501,Wijk 01,765,Pekela,4565,3629,377,46,9,48,29,,31,6,2,19,41,89,73
WK076601,Dongen,766,Dongen,23080,18314,1871,43,10,43,31,,29,6,6,17,32,90,74
WK076602,'s Gravenmoer,766,Dongen,2330,1866,178,39,8,41,27,,23,5,2,15,31,91,77
WK077000,Wijk 00 Eersel,770,Eersel,9920,7903,1000,39,9,40,28,,31,6,3,15,30,90,77
WK077001,Wijk 01 Duizel,770,Eersel,1880,1491,130,40,10,41,29,,20,4,2,19,31,86,75
WK077002,Wijk 02 Steensel,770,Eersel,1365,1110,133,34,7,35,24,,24,5,1,14,28,92,78
WK077003,Wijk 03 Vessem,770,Eersel,2150,1726,235,37,8,38,26,,26,5,1,15,29,90,77
WK077004,Wijk 04 Wintelre,770,Eersel,1895,1494,151,36,7,36,24,,24,5,1,13,25,92,80
WK077005,Wijk 05 Knegsel,770,Eersel,1325,1078,141,36,7,38,25,,27,5,2,13,26,92,79
WK077211,Wijk 11 Stadsdeel Centrum,772,Eindhoven,6845,7071,294,54,16,50,46,,70,3,20,9,24,90,78
WK077212,Wijk 12 Stadsdeel Stratum,772,Eindhoven,33225,26834,2504,49,13,47,39,,51,5,14,16,31,88,73
WK077213,Wijk 13 Stadsdeel Tongelre,772,Eindhoven,21530,17375,1468,50,14,48,40,,47,4,22,18,33,87,71
WK077214,Wijk 14 Stadsdeel Woensel-Zuid,772,Eindhoven,38285,32198,3661,55,16,52,45,,58,6,26,19,33,85,70
WK077215,Wijk 15 Stadsdeel Woensel-Noord,772,Eindhoven,64750,51053,5926,47,12,46,36,,35,5,17,18,33,87,72
WK077216,Wijk 16 Stadsdeel Strijp,772,Eindhoven,32490,25777,1477,47,12,45,37,,45,3,15,14,29,89,76
WK077217,Wijk 17 Stadsdeel Gestel,772,Eindhoven,27615,22843,2187,51,14,48,40,,50,5,19,18,33,87,71
WK077700,Wijk 00 Etten-Leur Midden woongebied,777,Etten-Leur,10415,8348,975,46,12,46,35,,34,6,10,20,33,88,71
WK077701,Wijk 01 Etten-Leur Midden  Bedrijventerrein Vosdonk,777,Etten-Leur,5,,,,,,,,,,,,,,
WK077702,Wijk 02 Etten-Leur landelijk gebied,777,Etten-Leur,200,167,18,39,8,41,27,,19,5,0,13,28,91,78
WK077710,Wijk 10 Etten-Leur Noord woongebied,777,Etten-Leur,18680,14232,969,43,11,44,32,,25,4,8,16,31,90,75
WK077711,Wijk 11 Etten-Leur Noord bedrijventerrein,777,Etten-Leur,30,,24,55,15,54,42,,27,,,27,41,83,63
WK077712,Wijk 12 Etten-Leur Noord verspreide huizen,777,Etten-Leur,695,562,52,39,8,43,26,,19,4,1,12,26,91,80
WK077720,Wijk 20 Etten-Leur Zuid woongebied,777,Etten-Leur,11380,9162,1117,46,12,46,35,,31,6,10,20,33,88,71
WK077721,Wijk 21 Etten-Leur Zuid bedrijventerrein,777,Etten-Leur,210,,162,40,8,44,28,,16,2,3,12,26,91,78
WK077722,Wijk 22 Etten-Leur Zuid bedrijventerrein Trivium,777,Etten-Leur,0,,,,,,,,,,,,,,
WK077723,Wijk 23 Etten-Leur Zuid verspreide huizen,777,Etten-Leur,1195,960,89,39,7,43,26,,18,5,1,14,27,90,77
WK077900,Wijk 00 Raamsdonksveer,779,Geertruidenberg,12590,9930,1035,42,10,42,31,,27,6,4,17,32,89,73
WK077901,Wijk 01 Raamsdonk,779,Geertruidenberg,2085,1605,114,39,8,41,30,,26,4,2,13,30,91,76
WK077902,Wijk 02 Geertruidenberg,779,Geertruidenberg,6945,5505,552,43,10,43,32,,32,6,3,17,32,89,73
WK078400,Wijk 00 Rijen,784,Gilze en Rijen,16850,13139,1258,44,11,44,32,,28,5,10,17,33,90,74
WK078401,Wijk 01 Gilze,784,Gilze en Rijen,7690,6193,654,44,11,42,32,,29,6,5,17,31,90,74
WK078402,Wijk 02 Molenschot,784,Gilze en Rijen,1285,1014,92,40,9,42,27,,28,4,1,16,31,90,74
WK078403,Wijk 03 Hulten,784,Gilze en Rijen,320,260,15,34,6,36,22,,12,3,0,11,23,93,82
WK078501,Wijk 01 Goirle-Centrum,785,Goirle,1215,1040,185,43,11,43,33,,42,9,2,21,36,89,71
WK078502,Wijk 02 Grobbendonck,785,Goirle,1895,1510,150,39,9,40,28,,20,5,5,16,33,91,76
WK078503,Wijk 03 De Groote Akkers,785,Goirle,2070,1618,77,38,9,39,26,,21,3,3,14,31,92,77
WK078504,Wijk 04 De Hoge Wal,785,Goirle,1080,746,48,37,8,38,26,,16,3,5,12,29,93,79
WK078505,Wijk 05 Abcoven,785,Goirle,1325,1126,133,45,12,43,34,,37,5,4,20,36,88,71
WK078506,Wijk 06 Wildackers,785,Goirle,2410,1930,270,45,12,43,34,,35,8,4,21,36,87,70
WK078507,Wijk 07 't Ven,785,Goirle,1615,1220,154,39,8,39,28,,21,5,4,16,33,92,76
WK078508,Wijk 08 De Boschkens,785,Goirle,1395,990,39,36,8,36,27,,31,3,10,10,26,94,81
WK078509,Wijk 09 De Hellen,785,Goirle,4265,3308,142,38,9,39,27,,22,3,3,13,31,92,78
WK078510,Wijk 10 De Nieuwe Erven,785,Goirle,720,551,33,37,8,38,25,,16,3,6,13,30,93,79
WK078511,Wijk 11 Hoogeind,785,Goirle,2010,1658,438,47,12,45,37,,41,13,7,26,39,86,66
WK078512,Wijk 12 Sportpark Van den Wildenberg,785,Goirle,0,,,,,,,,,,,,,,
WK078513,Wijk 13 Bedrijventerrein Tijvoort,785,Goirle,205,,175,38,8,38,26,,26,4,4,12,29,93,78
WK078514,Wijk 14 Verspreide huizen Goirle,785,Goirle,235,187,19,36,6,37,23,,18,2,0,14,25,92,80
WK078520,Wijk 20 Riel,785,Goirle,2370,1881,207,37,7,37,25,,22,5,2,14,28,92,79
WK078521,Wijk 21 Bedrijventerrein Riel,785,Goirle,60,,51,34,6,36,23,,14,0,0,11,25,93,83
WK078522,Wijk 22 Sportpark De Krim,785,Goirle,0,,,,,,,,,,,,,,
WK078523,Wijk 23 Verspriede huizen Riel,785,Goirle,215,173,15,39,6,39,24,,14,3,1,14,24,93,81
WK078600,Wijk 00 Grave,786,Grave,8710,6917,699,42,10,42,30,,33,6,4,17,36,90,74
WK078601,Wijk 01 Escharen,786,Grave,1095,888,84,36,7,39,23,,20,4,1,12,31,93,78
WK078602,Wijk 02 Velp,786,Grave,1655,1113,110,49,13,45,38,,26,4,24,21,34,88,72
WK078603,Wijk 03 Gassel,786,Grave,1175,922,85,38,7,38,25,,24,4,1,14,31,92,77
WK078801,Wijk 01 Haaren,788,Haaren,5450,4552,467,39,9,39,27,,27,5,2,15,30,90,76
WK078802,Wijk 02 Helvoirt,788,Haaren,4555,3656,390,38,8,38,26,,25,5,2,14,29,91,78
WK078803,Wijk 03 Esch,788,Haaren,2165,1687,177,36,7,36,25,,24,5,2,15,27,93,78
WK078804,Wijk 04 Biezenmortel,788,Haaren,1395,1141,78,43,11,42,31,,18,3,2,23,32,85,73
WK079410,Wijk 10 Binnenstad,794,Helmond,14600,11962,1333,56,17,53,44,,50,7,24,24,39,81,64
WK079411,Wijk 11 Helmond-Oost,794,Helmond,7815,6272,660,54,16,52,42,,42,6,20,24,40,82,64
WK079412,Wijk 12 Helmond-Noord,794,Helmond,11830,9157,998,49,13,49,37,,35,6,14,23,39,84,66
WK079413,Wijk 13 't Hout,794,Helmond,10945,8533,766,44,10,44,31,,28,5,8,17,34,88,73
WK079414,Wijk 14 Brouwhuis,794,Helmond,9350,7126,465,45,11,44,33,,31,4,9,16,33,88,74
WK079415,Wijk 15 Helmond-West,794,Helmond,4340,3478,230,52,15,51,41,,41,4,18,23,38,83,65
WK079416,Wijk 16 Warande,794,Helmond,2800,2195,352,38,7,40,26,,25,6,3,14,30,92,78
WK079417,Wijk 17 Stiphout,794,Helmond,5215,4203,539,38,8,40,25,,24,6,2,15,32,91,77
WK079418,Wijk 18 Rijpelberg,794,Helmond,8210,6338,210,46,11,45,34,,30,2,12,16,33,88,73
WK079419,Wijk 19 Dierdonk,794,Helmond,5190,3664,110,34,6,37,22,,9,2,3,9,27,94,83
WK079421,Wijk 21 Brandevoort,794,Helmond,9475,6402,224,37,7,38,25,,17,1,5,10,26,93,82
WK079429,Wijk 29 Industriegebied Zuid,794,Helmond,330,280,23,43,9,44,29,,27,5,3,18,34,88,73
WK079601,Binnenstad,796,'s-Hertogenbosch,12620,11603,961,46,13,43,35,,63,5,8,16,31,89,75
WK079602,Zuidoost,796,'s-Hertogenbosch,12200,10217,1595,47,13,45,36,,48,8,11,22,36,87,70
WK079603,Graafsepoort,796,'s-Hertogenbosch,13920,11189,961,46,13,45,35,,43,5,11,19,35,88,71
WK079604,Muntel / Vliert,796,'s-Hertogenbosch,7280,5945,319,44,12,43,33,,50,3,11,16,33,89,74
WK079605,Rosmalen-Zuid,796,'s-Hertogenbosch,9245,7412,917,40,9,41,29,,25,6,3,18,34,90,75
WK079606,Rosmalen-Noord,796,'s-Hertogenbosch,12545,9877,837,39,9,41,28,,27,5,3,15,32,92,77
WK079607,De Groote Wielen,796,'s-Hertogenbosch,7905,5134,55,34,8,36,24,,19,1,7,9,25,94,83
WK079608,Empel,796,'s-Hertogenbosch,6485,4439,218,35,7,38,24,,16,2,6,11,27,94,81
WK079609,Noord,796,'s-Hertogenbosch,19390,15176,1382,48,14,47,36,,37,5,17,21,37,87,69
WK079610,Maaspoort,796,'s-Hertogenbosch,16955,13138,777,40,10,41,29,,28,4,7,14,31,92,77
WK079611,West,796,'s-Hertogenbosch,20475,17220,1769,49,14,47,38,,45,6,24,20,34,87,70
WK079612,Engelen,796,'s-Hertogenbosch,5820,4258,270,35,6,38,23,,19,3,3,11,27,94,81
WK079613,Nuland,796,'s-Hertogenbosch,4310,3384,444,38,8,39,27,,22,6,2,18,32,89,75
WK079614,Vinkel,796,'s-Hertogenbosch,2420,1935,168,36,7,38,25,,30,5,1,15,29,90,77
WK079701,Wijk 01 Drunen,797,Heusden,18170,14428,1576,43,10,43,31,,27,5,8,17,32,90,75
WK079702,Wijk 02 Elshout,797,Heusden,1655,1301,111,37,7,39,25,,21,4,1,13,27,92,79
WK079703,Wijk 03 Haarsteeg,797,Heusden,2100,1596,117,37,7,39,25,,23,4,1,13,27,92,80
WK079704,Wijk 04 Nieuwkuijk,797,Heusden,2140,1696,169,39,8,40,27,,25,4,2,14,29,91,77
WK079705,Wijk 05 Vlijmen,797,Heusden,13825,10947,1128,42,10,42,30,,29,5,4,16,32,90,75
WK079706,Wijk 06 Doeveren,797,Heusden,70,55,13,39,8,43,24,,21,5,0,17,28,89,77
WK079707,Wijk 07 Hedikthuizen,797,Heusden,275,227,18,38,6,40,24,,10,2,0,14,25,92,80
WK079708,Wijk 08 Heesbeen,797,Heusden,180,144,13,37,6,39,23,,13,3,1,12,26,92,81
WK079709,Wijk 09 Herpt,797,Heusden,720,557,48,37,7,38,24,,25,5,2,13,26,92,80
WK079710,Wijk 10 Heusden,797,Heusden,1300,1110,162,46,11,45,34,,44,8,4,20,34,87,71
WK079711,Wijk 11 Oudheusden,797,Heusden,2810,2140,123,45,11,45,33,,25,3,16,18,32,88,72
WK079800,Wijk 00 Hilvarenbeek,798,Hilvarenbeek,8520,6793,873,41,9,41,29,,28,6,3,16,32,89,75
WK079801,Wijk 01 Esbeek,798,Hilvarenbeek,1220,940,84,37,7,39,25,,21,3,1,12,26,92,79
WK079802,Wijk 02 Biest-Houtakker,798,Hilvarenbeek,935,701,45,37,6,38,24,,23,4,3,12,24,91,80
WK079803,Wijk 03 Diessen,798,Hilvarenbeek,3650,2916,279,39,8,40,26,,27,4,1,13,27,91,78
WK079804,Wijk 04 Haghorst,798,Hilvarenbeek,825,680,31,36,6,38,24,,19,3,1,12,25,91,80
WK080910,Wijk 10 Kaatsheuvel-West,809,Loon op Zand,10140,8175,822,44,11,43,32,,27,6,4,18,33,89,73
WK080920,Wijk 20 Kaatsheuvel-Oost,809,Loon op Zand,6165,4958,496,42,10,42,30,,28,5,4,16,32,90,75
WK080930,Wijk 30 Loon op Zand,809,Loon op Zand,6065,4840,684,41,9,41,29,,29,7,2,17,32,90,75
WK080940,Wijk 40 De Moer,809,Loon op Zand,550,444,40,38,7,40,25,,28,5,0,14,26,91,80
WK081500,Wijk 00 Mill,815,Mill en Sint Hubert,6060,4882,599,40,8,40,28,,28,7,2,18,34,90,74
WK081501,Wijk 01 Langenboom,815,Mill en Sint Hubert,2205,1754,172,38,7,39,25,,22,5,1,14,30,91,77
WK081502,Wijk 02 Sint Hubert,815,Mill en Sint Hubert,1460,1165,93,41,8,40,27,,28,4,2,15,31,92,76
WK081503,Wijk 03 Wilbertoord,815,Mill en Sint Hubert,1065,829,61,34,6,35,24,,19,3,1,13,29,92,78
WK082000,Wijk 00 Nuenen,820,Nuenen  Gerwen en Nederwetten,19825,15903,2011,40,9,41,28,,28,6,3,15,32,90,76
WK082001,Wijk 01 Gerwen,820,Nuenen  Gerwen en Nederwetten,2085,1668,161,37,7,39,26,,22,4,2,14,30,91,78
WK082002,Wijk 02 Nederwetten,820,Nuenen  Gerwen en Nederwetten,850,672,76,38,6,39,25,,21,4,2,12,26,92,80
WK082300,Wijk 00 Oirschot,823,Oirschot,10690,8630,1044,38,9,40,28,,28,6,3,15,30,90,77
WK082301,Wijk 01 Spoordonk,823,Oirschot,2145,1709,129,37,8,38,26,,28,4,1,14,26,91,79
WK082302,Wijk 02 Middelbeers en Westelbeers,823,Oirschot,3690,2989,292,37,8,38,26,,23,6,1,14,27,91,78
WK082303,Wijk 03 Oostelbeers,823,Oirschot,1665,1322,83,37,7,37,25,,23,4,2,13,26,92,79
WK082401,Verspr.h. westen en noorden Moerg.,824,Oisterwijk,225,187,21,38,8,38,26,,34,7,0,14,26,91,79
WK082402,Pannenschuur,824,Oisterwijk,5675,4459,194,41,10,42,30,,28,3,6,14,31,91,76
WK082403,Heukelom,824,Oisterwijk,305,240,24,36,7,38,24,,18,2,0,13,25,92,79
WK082404,Buitengebied (Zuid),824,Oisterwijk,1055,774,57,51,16,49,41,,39,4,32,19,29,86,73
WK082405,Omgeving Vinkenberg / Heuvelstraat,824,Oisterwijk,190,142,15,36,7,38,24,,27,3,0,12,24,92,81
WK082406,Omgeving George Perklaan,824,Oisterwijk,190,142,13,36,6,38,23,,14,4,2,10,30,93,78
WK082407,Centrum Moergestel,824,Oisterwijk,4980,4074,560,39,8,39,27,,26,7,2,16,31,90,76
WK082408,'t Westend / 't Seuverick,824,Oisterwijk,2780,2206,160,43,11,43,31,,30,5,5,17,33,88,73
WK082409,Bunders / Levenskerk,824,Oisterwijk,3985,2968,468,37,7,39,25,,23,6,1,13,30,92,78
WK082410,Buitengebied Kerkhoven,824,Oisterwijk,75,70,11,35,7,38,22,,6,1,0,16,32,89,77
WK082411,Waterhoef / Klompven,824,Oisterwijk,3435,2719,464,43,11,43,32,,34,8,6,18,34,88,72
WK082412,Omgeving Industrieterrein,824,Oisterwijk,230,189,12,37,8,40,25,,28,2,6,11,28,92,77
WK082413,Centrum Oisterwijk,824,Oisterwijk,2235,2047,677,49,13,45,38,,49,18,1,28,39,83,66
WK082414,Verspr.h. oosten en zuiden Moerg.,824,Oisterwijk,345,254,16,34,6,37,21,,14,4,0,11,22,92,82
WK082415,Omgeving Broekzijde,824,Oisterwijk,100,,80,34,6,36,20,,11,3,1,12,24,93,82
WK082600,Wijk 00 Oosterhout-Centrum,826,Oosterhout,5295,4767,1131,48,13,47,37,,51,15,4,25,37,85,68
WK082601,Wijk 01 Slotjes,826,Oosterhout,7515,6098,752,47,13,47,35,,36,7,15,21,34,87,71
WK082602,Wijk 02 West,826,Oosterhout,2040,1610,143,42,9,43,29,,26,4,4,15,31,91,77
WK082603,Wijk 03 Strijen,826,Oosterhout,3770,3004,288,45,11,46,33,,26,5,12,19,34,88,73
WK082604,Wijk 04 Leijsenakkers,826,Oosterhout,1410,1208,145,40,8,42,27,,20,4,3,17,33,90,76
WK082605,Wijk 05 Oosterheide,826,Oosterhout,8690,6844,966,51,15,51,38,,35,7,24,25,37,86,68
WK082606,Wijk 06 Dommelbergen,826,Oosterhout,13675,10698,576,43,10,45,31,,25,3,8,16,32,90,75
WK082607,Wijk 07 Vrachelen,826,Oosterhout,6170,4675,297,41,9,43,28,,23,3,5,13,29,92,78
WK082608,Wijk 08 Industrieterrein Zuid,826,Oosterhout,140,,109,44,10,46,30,,19,2,3,13,29,92,77
WK082609,Wijk 09 Industrieterrein Noord,826,Oosterhout,55,,45,40,9,44,28,,46,10,3,15,27,92,78
WK082610,Wijk 10 Buitengebied Oosterhout,826,Oosterhout,220,145,20,39,7,43,27,,21,4,4,11,29,93,80
WK082611,Wijk 11 Den Hout,826,Oosterhout,1175,887,47,40,7,44,25,,18,3,1,11,26,92,80
WK082612,Wijk 12 Oosteind,826,Oosterhout,1280,996,94,38,7,42,25,,18,4,1,13,28,92,79
WK082613,Wijk 13 Dorst,826,Oosterhout,2555,2101,207,41,9,43,28,,28,6,1,14,30,92,75
WK082800,Centrum,828,Oss,5615,5106,1029,51,15,48,41,,56,12,10,27,41,83,66
